"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GOBP_POSITIVE_REGULATION_OF_INTEGRIN_ACTIVATION","GOBP_POSITIVE_REGULATION_OF_INTEGRIN_ACTIVATION","GOBP_POSITIVE_REGULATION_OF_INTEGRIN_ACTIVATION","1/201","11/17872",0.117016732226713,0.267890185903518,0.192373106661841,"PLEK",1
"GOBP_POSITIVE_REGULATION_OF_METALLOPEPTIDASE_ACTIVITY","GOBP_POSITIVE_REGULATION_OF_METALLOPEPTIDASE_ACTIVITY","GOBP_POSITIVE_REGULATION_OF_METALLOPEPTIDASE_ACTIVITY","1/201","11/17872",0.117016732226713,0.267890185903518,0.192373106661841,"STAT3",1
"GOBP_POSITIVE_REGULATION_OF_TOLL_LIKE_RECEPTOR_4_SIGNALING_PATHWAY","GOBP_POSITIVE_REGULATION_OF_TOLL_LIKE_RECEPTOR_4_SIGNALING_PATHWAY","GOBP_POSITIVE_REGULATION_OF_TOLL_LIKE_RECEPTOR_4_SIGNALING_PATHWAY","1/201","11/17872",0.117016732226713,0.267890185903518,0.192373106661841,"PELI1",1
"GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS","GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS","GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS","1/201","11/17872",0.117016732226713,0.267890185903518,0.192373106661841,"ATF6",1
"GOBP_POSITIVE_REGULATION_OF_UBIQUITIN_PROTEIN_LIGASE_ACTIVITY","GOBP_POSITIVE_REGULATION_OF_UBIQUITIN_PROTEIN_LIGASE_ACTIVITY","GOBP_POSITIVE_REGULATION_OF_UBIQUITIN_PROTEIN_LIGASE_ACTIVITY","1/201","11/17872",0.117016732226713,0.267890185903518,0.192373106661841,"PTEN",1
"GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_OSMOTIC_STRESS","GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_OSMOTIC_STRESS","GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_OSMOTIC_STRESS","1/201","11/17872",0.117016732226713,0.267890185903518,0.192373106661841,"PTGS2",1
"GOBP_REGULATION_OF_COMPLEMENT_DEPENDENT_CYTOTOXICITY","GOBP_REGULATION_OF_COMPLEMENT_DEPENDENT_CYTOTOXICITY","GOBP_REGULATION_OF_COMPLEMENT_DEPENDENT_CYTOTOXICITY","1/201","11/17872",0.117016732226713,0.267890185903518,0.192373106661841,"CD55",1
"GOBP_REGULATION_OF_DENDRITIC_CELL_ANTIGEN_PROCESSING_AND_PRESENTATION","GOBP_REGULATION_OF_DENDRITIC_CELL_ANTIGEN_PROCESSING_AND_PRESENTATION","GOBP_REGULATION_OF_DENDRITIC_CELL_ANTIGEN_PROCESSING_AND_PRESENTATION","1/201","11/17872",0.117016732226713,0.267890185903518,0.192373106661841,"THBS1",1
"GOBP_REGULATION_OF_DENDRITIC_CELL_CHEMOTAXIS","GOBP_REGULATION_OF_DENDRITIC_CELL_CHEMOTAXIS","GOBP_REGULATION_OF_DENDRITIC_CELL_CHEMOTAXIS","1/201","11/17872",0.117016732226713,0.267890185903518,0.192373106661841,"SLAMF1",1
"GOBP_REGULATION_OF_GLIAL_CELL_APOPTOTIC_PROCESS","GOBP_REGULATION_OF_GLIAL_CELL_APOPTOTIC_PROCESS","GOBP_REGULATION_OF_GLIAL_CELL_APOPTOTIC_PROCESS","1/201","11/17872",0.117016732226713,0.267890185903518,0.192373106661841,"PRKCH",1
"GOBP_REGULATION_OF_LAMELLIPODIUM_MORPHOGENESIS","GOBP_REGULATION_OF_LAMELLIPODIUM_MORPHOGENESIS","GOBP_REGULATION_OF_LAMELLIPODIUM_MORPHOGENESIS","1/201","11/17872",0.117016732226713,0.267890185903518,0.192373106661841,"CD44",1
"GOBP_REGULATION_OF_RECEPTOR_CATABOLIC_PROCESS","GOBP_REGULATION_OF_RECEPTOR_CATABOLIC_PROCESS","GOBP_REGULATION_OF_RECEPTOR_CATABOLIC_PROCESS","1/201","11/17872",0.117016732226713,0.267890185903518,0.192373106661841,"PTPN1",1
"GOBP_REGULATION_OF_SULFUR_METABOLIC_PROCESS","GOBP_REGULATION_OF_SULFUR_METABOLIC_PROCESS","GOBP_REGULATION_OF_SULFUR_METABOLIC_PROCESS","1/201","11/17872",0.117016732226713,0.267890185903518,0.192373106661841,"NFE2L2",1
"GOBP_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_OXIDATIVE_STRESS","GOBP_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_OXIDATIVE_STRESS","GOBP_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_OXIDATIVE_STRESS","1/201","11/17872",0.117016732226713,0.267890185903518,0.192373106661841,"NFE2L2",1
"GOBP_REGULATION_OF_TRANSLATION_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS","GOBP_REGULATION_OF_TRANSLATION_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS","GOBP_REGULATION_OF_TRANSLATION_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS","1/201","11/17872",0.117016732226713,0.267890185903518,0.192373106661841,"PPP1R15A",1
"GOBP_RELAXATION_OF_SMOOTH_MUSCLE","GOBP_RELAXATION_OF_SMOOTH_MUSCLE","GOBP_RELAXATION_OF_SMOOTH_MUSCLE","1/201","11/17872",0.117016732226713,0.267890185903518,0.192373106661841,"KCNMA1",1
"GOBP_RESPONSE_TO_MERCURY_ION","GOBP_RESPONSE_TO_MERCURY_ION","GOBP_RESPONSE_TO_MERCURY_ION","1/201","11/17872",0.117016732226713,0.267890185903518,0.192373106661841,"AQP9",1
"GOBP_RETINA_VASCULATURE_MORPHOGENESIS_IN_CAMERA_TYPE_EYE","GOBP_RETINA_VASCULATURE_MORPHOGENESIS_IN_CAMERA_TYPE_EYE","GOBP_RETINA_VASCULATURE_MORPHOGENESIS_IN_CAMERA_TYPE_EYE","1/201","11/17872",0.117016732226713,0.267890185903518,0.192373106661841,"CLIC4",1
"GOBP_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_DEVELOPMENT","GOBP_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_DEVELOPMENT","GOBP_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_DEVELOPMENT","1/201","11/17872",0.117016732226713,0.267890185903518,0.192373106661841,"ADM",1
"GOBP_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY","GOBP_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY","GOBP_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY","3/201","106/17872",0.117296094469974,0.268323811199334,0.192684494871163,"SDC4/PLEK/MTSS1",3
"GOBP_SKELETAL_MUSCLE_ORGAN_DEVELOPMENT","GOBP_SKELETAL_MUSCLE_ORGAN_DEVELOPMENT","GOBP_SKELETAL_MUSCLE_ORGAN_DEVELOPMENT","4/201","166/17872",0.117724886973913,0.269098343174852,0.193240689648649,"CFLAR/BTG2/MAFF/EGR1",4
"GOBP_NEGATIVE_REGULATION_OF_SECRETION","GOBP_NEGATIVE_REGULATION_OF_SECRETION","GOBP_NEGATIVE_REGULATION_OF_SECRETION","4/201","167/17872",0.11961752457741,0.271907690650052,0.19525809427911,"IL1B/TNF/IL1RAPL1/KLF7",4
"GOBP_PLASMA_LIPOPROTEIN_PARTICLE_CLEARANCE","GOBP_PLASMA_LIPOPROTEIN_PARTICLE_CLEARANCE","GOBP_PLASMA_LIPOPROTEIN_PARTICLE_CLEARANCE","2/201","53/17872",0.119648502549581,0.271907690650052,0.19525809427911,"EHD1/LDLR",2
"GOBP_REGULATION_OF_ALCOHOL_BIOSYNTHETIC_PROCESS","GOBP_REGULATION_OF_ALCOHOL_BIOSYNTHETIC_PROCESS","GOBP_REGULATION_OF_ALCOHOL_BIOSYNTHETIC_PROCESS","2/201","53/17872",0.119648502549581,0.271907690650052,0.19525809427911,"NFKB1/PLEK",2
"GOBP_RESPONSE_TO_ZINC_ION","GOBP_RESPONSE_TO_ZINC_ION","GOBP_RESPONSE_TO_ZINC_ION","2/201","53/17872",0.119648502549581,0.271907690650052,0.19525809427911,"SOD2/MT2A",2
"GOBP_STRIATED_MUSCLE_CELL_APOPTOTIC_PROCESS","GOBP_STRIATED_MUSCLE_CELL_APOPTOTIC_PROCESS","GOBP_STRIATED_MUSCLE_CELL_APOPTOTIC_PROCESS","2/201","53/17872",0.119648502549581,0.271907690650052,0.19525809427911,"CFLAR/NFE2L2",2
"GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION","GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION","GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION","3/201","107/17872",0.119735953804661,0.271907690650052,0.19525809427911,"THBS1/ICAM1/HLA-DQA2",3
"GOBP_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY","GOBP_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY","GOBP_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY","3/201","107/17872",0.119735953804661,0.271907690650052,0.19525809427911,"SERPINB9/ADGRE2/CCL3",3
"GOBP_POSITIVE_REGULATION_OF_PEPTIDYL_SERINE_PHOSPHORYLATION","GOBP_POSITIVE_REGULATION_OF_PEPTIDYL_SERINE_PHOSPHORYLATION","GOBP_POSITIVE_REGULATION_OF_PEPTIDYL_SERINE_PHOSPHORYLATION","3/201","107/17872",0.119735953804661,0.271907690650052,0.19525809427911,"CD44/TNF/PTGS2",3
"GOBP_DEVELOPMENT_OF_PRIMARY_SEXUAL_CHARACTERISTICS","GOBP_DEVELOPMENT_OF_PRIMARY_SEXUAL_CHARACTERISTICS","GOBP_DEVELOPMENT_OF_PRIMARY_SEXUAL_CHARACTERISTICS","5/201","231/17872",0.119865441905739,0.271907690650052,0.19525809427911,"IL1A/EREG/INSR/CSMD1/TNFAIP6",5
"GOBP_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION","GOBP_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION","GOBP_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION","5/201","231/17872",0.119865441905739,0.271907690650052,0.19525809427911,"THBS1/RIN2/TNF/NFE2L2/PTGS2",5
"GOBP_CELLULAR_RESPONSE_TO_XENOBIOTIC_STIMULUS","GOBP_CELLULAR_RESPONSE_TO_XENOBIOTIC_STIMULUS","GOBP_CELLULAR_RESPONSE_TO_XENOBIOTIC_STIMULUS","4/201","168/17872",0.121523339374133,0.275459058778905,0.197808347165542,"IL1B/ACSL1/PDE4B/NFE2L2",4
"GOBP_RESPONSE_TO_HEAT","GOBP_RESPONSE_TO_HEAT","GOBP_RESPONSE_TO_HEAT","3/201","108/17872",0.122194575200811,0.276390203281643,0.198477006079413,"IL1A/THBS1/PTGS2",3
"GOBP_TISSUE_MIGRATION","GOBP_TISSUE_MIGRATION","GOBP_TISSUE_MIGRATION","7/201","368/17872",0.122280896091454,0.276390203281643,0.198477006079413,"THBS1/PTEN/RIN2/TNF/PRKCE/NFE2L2/PTGS2",7
"GOBP_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION","GOBP_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION","GOBP_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION","6/201","300/17872",0.123307010172627,0.276390203281643,0.198477006079413,"SIPA1L1/BCL6/DENND4A/AKAP13/FGD4/ABL2",6
"GOBP_CELLULAR_RESPONSE_TO_CAMP","GOBP_CELLULAR_RESPONSE_TO_CAMP","GOBP_CELLULAR_RESPONSE_TO_CAMP","2/201","54/17872",0.123371718015596,0.276390203281643,0.198477006079413,"AQP9/RAPGEF2",2
"GOBP_ICOSANOID_TRANSPORT","GOBP_ICOSANOID_TRANSPORT","GOBP_ICOSANOID_TRANSPORT","2/201","54/17872",0.123371718015596,0.276390203281643,0.198477006079413,"IL1B/IL1A",2
"GOBP_NEGATIVE_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_CELL_DEATH","GOBP_NEGATIVE_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_CELL_DEATH","GOBP_NEGATIVE_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_CELL_DEATH","2/201","54/17872",0.123371718015596,0.276390203281643,0.198477006079413,"SOD2/NFE2L2",2
"GOBP_POLYSACCHARIDE_METABOLIC_PROCESS","GOBP_POLYSACCHARIDE_METABOLIC_PROCESS","GOBP_POLYSACCHARIDE_METABOLIC_PROCESS","3/201","109/17872",0.124671664486771,0.276390203281643,0.198477006079413,"NFKB1/INSR/CSGALNACT2",3
"GOBP_RESPONSE_TO_RETINOIC_ACID","GOBP_RESPONSE_TO_RETINOIC_ACID","GOBP_RESPONSE_TO_RETINOIC_ACID","3/201","109/17872",0.124671664486771,0.276390203281643,0.198477006079413,"ALDH1A2/TNF/ABL2",3
"GOBP_REGULATION_OF_HORMONE_SECRETION","GOBP_REGULATION_OF_HORMONE_SECRETION","GOBP_REGULATION_OF_HORMONE_SECRETION","5/201","234/17872",0.124672531993075,0.276390203281643,0.198477006079413,"IL1B/ENSA/TNF/PRKCE/KLF7",5
"GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE_PROCESS","GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE_PROCESS","GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE_PROCESS","6/201","301/17872",0.124712654547264,0.276390203281643,0.198477006079413,"GPR132/PTEN/BCL6/DUSP1/PLK3/TEX14",6
"GOBP_ADHESION_OF_SYMBIONT_TO_HOST_CELL","GOBP_ADHESION_OF_SYMBIONT_TO_HOST_CELL","GOBP_ADHESION_OF_SYMBIONT_TO_HOST_CELL","1/201","12/17872",0.126953445558689,0.276390203281643,0.198477006079413,"ICAM1",1
"GOBP_BILE_ACID_SECRETION","GOBP_BILE_ACID_SECRETION","GOBP_BILE_ACID_SECRETION","1/201","12/17872",0.126953445558689,0.276390203281643,0.198477006079413,"TNF",1
"GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_PROLIFERATION","GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_PROLIFERATION","GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_PROLIFERATION","1/201","12/17872",0.126953445558689,0.276390203281643,0.198477006079413,"CD55",1
"GOBP_CELL_CELL_ADHESION_INVOLVED_IN_GASTRULATION","GOBP_CELL_CELL_ADHESION_INVOLVED_IN_GASTRULATION","GOBP_CELL_CELL_ADHESION_INVOLVED_IN_GASTRULATION","1/201","12/17872",0.126953445558689,0.276390203281643,0.198477006079413,"IL1RN",1
"GOBP_CELLULAR_RESPONSE_TO_COLD","GOBP_CELLULAR_RESPONSE_TO_COLD","GOBP_CELLULAR_RESPONSE_TO_COLD","1/201","12/17872",0.126953445558689,0.276390203281643,0.198477006079413,"NFKBIA",1
"GOBP_CELLULAR_RESPONSE_TO_OXIDISED_LOW_DENSITY_LIPOPROTEIN_PARTICLE_STIMULUS","GOBP_CELLULAR_RESPONSE_TO_OXIDISED_LOW_DENSITY_LIPOPROTEIN_PARTICLE_STIMULUS","GOBP_CELLULAR_RESPONSE_TO_OXIDISED_LOW_DENSITY_LIPOPROTEIN_PARTICLE_STIMULUS","1/201","12/17872",0.126953445558689,0.276390203281643,0.198477006079413,"TLR4",1
"GOBP_CYTIDINE_TO_URIDINE_EDITING","GOBP_CYTIDINE_TO_URIDINE_EDITING","GOBP_CYTIDINE_TO_URIDINE_EDITING","1/201","12/17872",0.126953445558689,0.276390203281643,0.198477006079413,"RBM47",1
"GOBP_DETECTION_OF_MOLECULE_OF_BACTERIAL_ORIGIN","GOBP_DETECTION_OF_MOLECULE_OF_BACTERIAL_ORIGIN","GOBP_DETECTION_OF_MOLECULE_OF_BACTERIAL_ORIGIN","1/201","12/17872",0.126953445558689,0.276390203281643,0.198477006079413,"TLR4",1
"GOBP_DOPAMINE_BIOSYNTHETIC_PROCESS","GOBP_DOPAMINE_BIOSYNTHETIC_PROCESS","GOBP_DOPAMINE_BIOSYNTHETIC_PROCESS","1/201","12/17872",0.126953445558689,0.276390203281643,0.198477006079413,"GCH1",1
"GOBP_FOREBRAIN_MORPHOGENESIS","GOBP_FOREBRAIN_MORPHOGENESIS","GOBP_FOREBRAIN_MORPHOGENESIS","1/201","12/17872",0.126953445558689,0.276390203281643,0.198477006079413,"PTEN",1
"GOBP_NEGATIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE","GOBP_NEGATIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE","GOBP_NEGATIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE","1/201","12/17872",0.126953445558689,0.276390203281643,0.198477006079413,"NLRP3",1
"GOBP_NEGATIVE_REGULATION_OF_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY","GOBP_NEGATIVE_REGULATION_OF_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY","GOBP_NEGATIVE_REGULATION_OF_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY","1/201","12/17872",0.126953445558689,0.276390203281643,0.198477006079413,"PDE4B",1
"GOBP_NEGATIVE_REGULATION_OF_COMPLEMENT_ACTIVATION","GOBP_NEGATIVE_REGULATION_OF_COMPLEMENT_ACTIVATION","GOBP_NEGATIVE_REGULATION_OF_COMPLEMENT_ACTIVATION","1/201","12/17872",0.126953445558689,0.276390203281643,0.198477006079413,"CD55",1
"GOBP_NEGATIVE_REGULATION_OF_HEART_RATE","GOBP_NEGATIVE_REGULATION_OF_HEART_RATE","GOBP_NEGATIVE_REGULATION_OF_HEART_RATE","1/201","12/17872",0.126953445558689,0.276390203281643,0.198477006079413,"TNF",1
"GOBP_NEGATIVE_REGULATION_OF_IMMUNOGLOBULIN_PRODUCTION","GOBP_NEGATIVE_REGULATION_OF_IMMUNOGLOBULIN_PRODUCTION","GOBP_NEGATIVE_REGULATION_OF_IMMUNOGLOBULIN_PRODUCTION","1/201","12/17872",0.126953445558689,0.276390203281643,0.198477006079413,"BCL6",1
"GOBP_NEGATIVE_REGULATION_OF_PATHWAY_RESTRICTED_SMAD_PROTEIN_PHOSPHORYLATION","GOBP_NEGATIVE_REGULATION_OF_PATHWAY_RESTRICTED_SMAD_PROTEIN_PHOSPHORYLATION","GOBP_NEGATIVE_REGULATION_OF_PATHWAY_RESTRICTED_SMAD_PROTEIN_PHOSPHORYLATION","1/201","12/17872",0.126953445558689,0.276390203281643,0.198477006079413,"LDLRAD4",1
"GOBP_NEGATIVE_REGULATION_OF_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY","GOBP_NEGATIVE_REGULATION_OF_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY","GOBP_NEGATIVE_REGULATION_OF_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY","1/201","12/17872",0.126953445558689,0.276390203281643,0.198477006079413,"PTPN1",1
"GOBP_NERVE_GROWTH_FACTOR_SIGNALING_PATHWAY","GOBP_NERVE_GROWTH_FACTOR_SIGNALING_PATHWAY","GOBP_NERVE_GROWTH_FACTOR_SIGNALING_PATHWAY","1/201","12/17872",0.126953445558689,0.276390203281643,0.198477006079413,"RAPGEF2",1
"GOBP_PARENTAL_BEHAVIOR","GOBP_PARENTAL_BEHAVIOR","GOBP_PARENTAL_BEHAVIOR","1/201","12/17872",0.126953445558689,0.276390203281643,0.198477006079413,"PTEN",1
"GOBP_POSITIVE_REGULATION_OF_HAIR_FOLLICLE_DEVELOPMENT","GOBP_POSITIVE_REGULATION_OF_HAIR_FOLLICLE_DEVELOPMENT","GOBP_POSITIVE_REGULATION_OF_HAIR_FOLLICLE_DEVELOPMENT","1/201","12/17872",0.126953445558689,0.276390203281643,0.198477006079413,"TNF",1
"GOBP_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS","GOBP_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS","GOBP_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS","1/201","12/17872",0.126953445558689,0.276390203281643,0.198477006079413,"TNF",1
"GOBP_POSITIVE_REGULATION_OF_MACROPHAGE_CYTOKINE_PRODUCTION","GOBP_POSITIVE_REGULATION_OF_MACROPHAGE_CYTOKINE_PRODUCTION","GOBP_POSITIVE_REGULATION_OF_MACROPHAGE_CYTOKINE_PRODUCTION","1/201","12/17872",0.126953445558689,0.276390203281643,0.198477006079413,"TLR4",1
"GOBP_POSITIVE_REGULATION_OF_NLRP3_INFLAMMASOME_COMPLEX_ASSEMBLY","GOBP_POSITIVE_REGULATION_OF_NLRP3_INFLAMMASOME_COMPLEX_ASSEMBLY","GOBP_POSITIVE_REGULATION_OF_NLRP3_INFLAMMASOME_COMPLEX_ASSEMBLY","1/201","12/17872",0.126953445558689,0.276390203281643,0.198477006079413,"TLR4",1
"GOBP_POSITIVE_REGULATION_OF_PODOSOME_ASSEMBLY","GOBP_POSITIVE_REGULATION_OF_PODOSOME_ASSEMBLY","GOBP_POSITIVE_REGULATION_OF_PODOSOME_ASSEMBLY","1/201","12/17872",0.126953445558689,0.276390203281643,0.198477006079413,"TNF",1
"GOBP_POSITIVE_REGULATION_OF_RECEPTOR_RECYCLING","GOBP_POSITIVE_REGULATION_OF_RECEPTOR_RECYCLING","GOBP_POSITIVE_REGULATION_OF_RECEPTOR_RECYCLING","1/201","12/17872",0.126953445558689,0.276390203281643,0.198477006079413,"ECE1",1
"GOBP_POSITIVE_REGULATION_OF_TOLERANCE_INDUCTION","GOBP_POSITIVE_REGULATION_OF_TOLERANCE_INDUCTION","GOBP_POSITIVE_REGULATION_OF_TOLERANCE_INDUCTION","1/201","12/17872",0.126953445558689,0.276390203281643,0.198477006079413,"IRAK3",1
"GOBP_PREPULSE_INHIBITION","GOBP_PREPULSE_INHIBITION","GOBP_PREPULSE_INHIBITION","1/201","12/17872",0.126953445558689,0.276390203281643,0.198477006079413,"PTEN",1
"GOBP_PROSTATE_GLAND_GROWTH","GOBP_PROSTATE_GLAND_GROWTH","GOBP_PROSTATE_GLAND_GROWTH","1/201","12/17872",0.126953445558689,0.276390203281643,0.198477006079413,"PTEN",1
"GOBP_RADIAL_GLIAL_CELL_DIFFERENTIATION","GOBP_RADIAL_GLIAL_CELL_DIFFERENTIATION","GOBP_RADIAL_GLIAL_CELL_DIFFERENTIATION","1/201","12/17872",0.126953445558689,0.276390203281643,0.198477006079413,"STAT3",1
"GOBP_REGULATION_OF_INTERLEUKIN_6_MEDIATED_SIGNALING_PATHWAY","GOBP_REGULATION_OF_INTERLEUKIN_6_MEDIATED_SIGNALING_PATHWAY","GOBP_REGULATION_OF_INTERLEUKIN_6_MEDIATED_SIGNALING_PATHWAY","1/201","12/17872",0.126953445558689,0.276390203281643,0.198477006079413,"PTPN2",1
"GOBP_REGULATION_OF_MIRNA_METABOLIC_PROCESS","GOBP_REGULATION_OF_MIRNA_METABOLIC_PROCESS","GOBP_REGULATION_OF_MIRNA_METABOLIC_PROCESS","1/201","12/17872",0.126953445558689,0.276390203281643,0.198477006079413,"NFKB1",1
"GOBP_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS_IN_THE_VACUOLE","GOBP_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS_IN_THE_VACUOLE","GOBP_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS_IN_THE_VACUOLE","1/201","12/17872",0.126953445558689,0.276390203281643,0.198477006079413,"LDLR",1
"GOBP_REGULATION_OF_PROTEIN_DEUBIQUITINATION","GOBP_REGULATION_OF_PROTEIN_DEUBIQUITINATION","GOBP_REGULATION_OF_PROTEIN_DEUBIQUITINATION","1/201","12/17872",0.126953445558689,0.276390203281643,0.198477006079413,"TNIP1",1
"GOBP_REGULATION_OF_RECEPTOR_CLUSTERING","GOBP_REGULATION_OF_RECEPTOR_CLUSTERING","GOBP_REGULATION_OF_RECEPTOR_CLUSTERING","1/201","12/17872",0.126953445558689,0.276390203281643,0.198477006079413,"TNFAIP6",1
"GOBP_REGULATION_OF_TOLL_LIKE_RECEPTOR_2_SIGNALING_PATHWAY","GOBP_REGULATION_OF_TOLL_LIKE_RECEPTOR_2_SIGNALING_PATHWAY","GOBP_REGULATION_OF_TOLL_LIKE_RECEPTOR_2_SIGNALING_PATHWAY","1/201","12/17872",0.126953445558689,0.276390203281643,0.198477006079413,"TNFAIP3",1
"GOBP_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA1_PRODUCTION","GOBP_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA1_PRODUCTION","GOBP_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA1_PRODUCTION","1/201","12/17872",0.126953445558689,0.276390203281643,0.198477006079413,"THBS1",1
"GOBP_REGULATION_OF_VENTRICULAR_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL","GOBP_REGULATION_OF_VENTRICULAR_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL","GOBP_REGULATION_OF_VENTRICULAR_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL","1/201","12/17872",0.126953445558689,0.276390203281643,0.198477006079413,"PKP2",1
"GOBP_RESPONSE_TO_SELENIUM_ION","GOBP_RESPONSE_TO_SELENIUM_ION","GOBP_RESPONSE_TO_SELENIUM_ION","1/201","12/17872",0.126953445558689,0.276390203281643,0.198477006079413,"SOD2",1
"GOBP_REVERSIBLE_DIFFERENTIATION","GOBP_REVERSIBLE_DIFFERENTIATION","GOBP_REVERSIBLE_DIFFERENTIATION","1/201","12/17872",0.126953445558689,0.276390203281643,0.198477006079413,"SOD2",1
"GOBP_THROMBIN_ACTIVATED_RECEPTOR_SIGNALING_PATHWAY","GOBP_THROMBIN_ACTIVATED_RECEPTOR_SIGNALING_PATHWAY","GOBP_THROMBIN_ACTIVATED_RECEPTOR_SIGNALING_PATHWAY","1/201","12/17872",0.126953445558689,0.276390203281643,0.198477006079413,"PLEK",1
"GOBP_TOLL_LIKE_RECEPTOR_7_SIGNALING_PATHWAY","GOBP_TOLL_LIKE_RECEPTOR_7_SIGNALING_PATHWAY","GOBP_TOLL_LIKE_RECEPTOR_7_SIGNALING_PATHWAY","1/201","12/17872",0.126953445558689,0.276390203281643,0.198477006079413,"PIK3AP1",1
"GOBP_ALCOHOL_CATABOLIC_PROCESS","GOBP_ALCOHOL_CATABOLIC_PROCESS","GOBP_ALCOHOL_CATABOLIC_PROCESS","2/201","55/17872",0.127122815589143,0.276390203281643,0.198477006079413,"PTEN/GK",2
