"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GOBP_POSITIVE_REGULATION_OF_PROTEIN_BINDING","GOBP_POSITIVE_REGULATION_OF_PROTEIN_BINDING","GOBP_POSITIVE_REGULATION_OF_PROTEIN_BINDING","2/171","83/17872",0.1885644672621,0.415520270819447,0.352959532255195,"APOE/RPL11",2
"GOBP_RESPONSE_TO_VITAMIN","GOBP_RESPONSE_TO_VITAMIN","GOBP_RESPONSE_TO_VITAMIN","2/171","83/17872",0.1885644672621,0.415520270819447,0.352959532255195,"GPX1/TSPO",2
"GOBP_ORGANIC_ACID_BIOSYNTHETIC_PROCESS","GOBP_ORGANIC_ACID_BIOSYNTHETIC_PROCESS","GOBP_ORGANIC_ACID_BIOSYNTHETIC_PROCESS","5/171","318/17872",0.189671278310713,0.415520270819447,0.352959532255195,"APOC1/LTA4H/FABP5/GSTP1/MGST3",5
"GOBP_CELL_MATRIX_ADHESION","GOBP_CELL_MATRIX_ADHESION","GOBP_CELL_MATRIX_ADHESION","4/171","236/17872",0.190451306793506,0.415520270819447,0.352959532255195,"CD63/ITGB2/ACTG1/CD36",4
"GOBP_RESPONSE_TO_CORTICOSTEROID","GOBP_RESPONSE_TO_CORTICOSTEROID","GOBP_RESPONSE_TO_CORTICOSTEROID","3/171","157/17872",0.190529106940965,0.415520270819447,0.352959532255195,"CYBA/AIF1/RPL27",3
"GOBP_FUSION_OF_SPERM_TO_EGG_PLASMA_MEMBRANE_INVOLVED_IN_SINGLE_FERTILIZATION","GOBP_FUSION_OF_SPERM_TO_EGG_PLASMA_MEMBRANE_INVOLVED_IN_SINGLE_FERTILIZATION","GOBP_FUSION_OF_SPERM_TO_EGG_PLASMA_MEMBRANE_INVOLVED_IN_SINGLE_FERTILIZATION","1/171","22/17872",0.190740237311187,0.415520270819447,0.352959532255195,"CD9",1
"GOBP_MITOCHONDRIAL_CYTOCHROME_C_OXIDASE_ASSEMBLY","GOBP_MITOCHONDRIAL_CYTOCHROME_C_OXIDASE_ASSEMBLY","GOBP_MITOCHONDRIAL_CYTOCHROME_C_OXIDASE_ASSEMBLY","1/171","22/17872",0.190740237311187,0.415520270819447,0.352959532255195,"COX14",1
"GOBP_MYELIN_ASSEMBLY","GOBP_MYELIN_ASSEMBLY","GOBP_MYELIN_ASSEMBLY","1/171","22/17872",0.190740237311187,0.415520270819447,0.352959532255195,"CD9",1
"GOBP_NEGATIVE_REGULATION_OF_GLUCOSE_TRANSMEMBRANE_TRANSPORT","GOBP_NEGATIVE_REGULATION_OF_GLUCOSE_TRANSMEMBRANE_TRANSPORT","GOBP_NEGATIVE_REGULATION_OF_GLUCOSE_TRANSMEMBRANE_TRANSPORT","1/171","22/17872",0.190740237311187,0.415520270819447,0.352959532255195,"FABP5",1
"GOBP_NEGATIVE_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT","GOBP_NEGATIVE_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT","GOBP_NEGATIVE_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT","1/171","22/17872",0.190740237311187,0.415520270819447,0.352959532255195,"CD36",1
"GOBP_NEGATIVE_REGULATION_OF_PHAGOCYTOSIS","GOBP_NEGATIVE_REGULATION_OF_PHAGOCYTOSIS","GOBP_NEGATIVE_REGULATION_OF_PHAGOCYTOSIS","1/171","22/17872",0.190740237311187,0.415520270819447,0.352959532255195,"RACK1",1
"GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES","GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES","GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES","1/171","22/17872",0.190740237311187,0.415520270819447,0.352959532255195,"RACK1",1
"GOBP_NEGATIVE_REGULATION_OF_TISSUE_REMODELING","GOBP_NEGATIVE_REGULATION_OF_TISSUE_REMODELING","GOBP_NEGATIVE_REGULATION_OF_TISSUE_REMODELING","1/171","22/17872",0.190740237311187,0.415520270819447,0.352959532255195,"CST3",1
"GOBP_NEGATIVE_REGULATION_OF_VIRAL_ENTRY_INTO_HOST_CELL","GOBP_NEGATIVE_REGULATION_OF_VIRAL_ENTRY_INTO_HOST_CELL","GOBP_NEGATIVE_REGULATION_OF_VIRAL_ENTRY_INTO_HOST_CELL","1/171","22/17872",0.190740237311187,0.415520270819447,0.352959532255195,"FCN1",1
"GOBP_NOREPINEPHRINE_TRANSPORT","GOBP_NOREPINEPHRINE_TRANSPORT","GOBP_NOREPINEPHRINE_TRANSPORT","1/171","22/17872",0.190740237311187,0.415520270819447,0.352959532255195,"ACTB",1
"GOBP_PEROXISOME_PROLIFERATOR_ACTIVATED_RECEPTOR_SIGNALING_PATHWAY","GOBP_PEROXISOME_PROLIFERATOR_ACTIVATED_RECEPTOR_SIGNALING_PATHWAY","GOBP_PEROXISOME_PROLIFERATOR_ACTIVATED_RECEPTOR_SIGNALING_PATHWAY","1/171","22/17872",0.190740237311187,0.415520270819447,0.352959532255195,"FABP5",1
"GOBP_POSITIVE_REGULATION_OF_T_HELPER_CELL_DIFFERENTIATION","GOBP_POSITIVE_REGULATION_OF_T_HELPER_CELL_DIFFERENTIATION","GOBP_POSITIVE_REGULATION_OF_T_HELPER_CELL_DIFFERENTIATION","1/171","22/17872",0.190740237311187,0.415520270819447,0.352959532255195,"MALT1",1
"GOBP_REGULATION_OF_HORMONE_BIOSYNTHETIC_PROCESS","GOBP_REGULATION_OF_HORMONE_BIOSYNTHETIC_PROCESS","GOBP_REGULATION_OF_HORMONE_BIOSYNTHETIC_PROCESS","1/171","22/17872",0.190740237311187,0.415520270819447,0.352959532255195,"HIF1A",1
"GOBP_RESPONSE_TO_MANGANESE_ION","GOBP_RESPONSE_TO_MANGANESE_ION","GOBP_RESPONSE_TO_MANGANESE_ION","1/171","22/17872",0.190740237311187,0.415520270819447,0.352959532255195,"TSPO",1
"GOBP_VESICLE_FUSION_TO_PLASMA_MEMBRANE","GOBP_VESICLE_FUSION_TO_PLASMA_MEMBRANE","GOBP_VESICLE_FUSION_TO_PLASMA_MEMBRANE","1/171","22/17872",0.190740237311187,0.415520270819447,0.352959532255195,"STX3",1
"GOBP_MEMBRANE_DEPOLARIZATION","GOBP_MEMBRANE_DEPOLARIZATION","GOBP_MEMBRANE_DEPOLARIZATION","2/171","84/17872",0.192024136952287,0.417820551548096,0.354913482680859,"TSPO/RACK1",2
"GOBP_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY","GOBP_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY","GOBP_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY","4/171","237/17872",0.192386299159152,0.417820551548096,0.354913482680859,"RPS3/EZR/MNDA/MALT1",4
"GOBP_NEGATIVE_REGULATION_OF_KINASE_ACTIVITY","GOBP_NEGATIVE_REGULATION_OF_KINASE_ACTIVITY","GOBP_NEGATIVE_REGULATION_OF_KINASE_ACTIVITY","4/171","237/17872",0.192386299159152,0.417820551548096,0.354913482680859,"RACK1/APOE/PYCARD/GSTP1",4
"GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_PROLIFERATION","GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_PROLIFERATION","GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_PROLIFERATION","3/171","158/17872",0.192951424392741,0.41861984209416,0.355592432029631,"RPS3/AIF1/PYCARD",3
"GOBP_POSITIVE_REGULATION_OF_HEMOPOIESIS","GOBP_POSITIVE_REGULATION_OF_HEMOPOIESIS","GOBP_POSITIVE_REGULATION_OF_HEMOPOIESIS","3/171","159/17872",0.19538152935007,0.422406392027884,0.358808878945284,"TYROBP/LGALS1/MALT1",3
"GOBP_CELLULAR_RESPONSE_TO_VIRUS","GOBP_CELLULAR_RESPONSE_TO_VIRUS","GOBP_CELLULAR_RESPONSE_TO_VIRUS","2/171","85/17872",0.195492223805749,0.422406392027884,0.358808878945284,"HIF1A/HSP90AA1",2
"GOBP_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_VIA_DEATH_DOMAIN_RECEPTORS","GOBP_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_VIA_DEATH_DOMAIN_RECEPTORS","GOBP_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_VIA_DEATH_DOMAIN_RECEPTORS","2/171","85/17872",0.195492223805749,0.422406392027884,0.358808878945284,"GPX1/GABARAP",2
"GOBP_NEGATIVE_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY","GOBP_NEGATIVE_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY","GOBP_NEGATIVE_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY","2/171","85/17872",0.195492223805749,0.422406392027884,0.358808878945284,"GPX1/CARD16",2
"GOBP_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS","GOBP_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS","GOBP_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS","7/171","494/17872",0.195694624770427,0.42241400712641,0.358815347514455,"GPX1/RACK1/APOE/RPL11/GABARAP/PSMA7/ELOB",7
"GOBP_ESTABLISHMENT_OF_ORGANELLE_LOCALIZATION","GOBP_ESTABLISHMENT_OF_ORGANELLE_LOCALIZATION","GOBP_ESTABLISHMENT_OF_ORGANELLE_LOCALIZATION","6/171","408/17872",0.197242403675079,0.422443615304648,0.358840497884908,"VAMP8/RPS15/HIF1A/STXBP2/CFL1/EZR",6
"GOBP_CELLULAR_RESPONSE_TO_STARVATION","GOBP_CELLULAR_RESPONSE_TO_STARVATION","GOBP_CELLULAR_RESPONSE_TO_STARVATION","3/171","160/17872",0.197819248972577,0.422443615304648,0.358840497884908,"GABARAP/HSPA8/MAP1LC3B",3
"GOBP_CELLULAR_RESPONSE_TO_INTERFERON_BETA","GOBP_CELLULAR_RESPONSE_TO_INTERFERON_BETA","GOBP_CELLULAR_RESPONSE_TO_INTERFERON_BETA","1/171","23/17872",0.198492809827702,0.422443615304648,0.358840497884908,"MNDA",1
"GOBP_CHAPERONE_MEDIATED_PROTEIN_COMPLEX_ASSEMBLY","GOBP_CHAPERONE_MEDIATED_PROTEIN_COMPLEX_ASSEMBLY","GOBP_CHAPERONE_MEDIATED_PROTEIN_COMPLEX_ASSEMBLY","1/171","23/17872",0.198492809827702,0.422443615304648,0.358840497884908,"HSP90AA1",1
"GOBP_HISTONE_H2A_ACETYLATION","GOBP_HISTONE_H2A_ACETYLATION","GOBP_HISTONE_H2A_ACETYLATION","1/171","23/17872",0.198492809827702,0.422443615304648,0.358840497884908,"ACTB",1
"GOBP_INTESTINAL_EPITHELIAL_CELL_DIFFERENTIATION","GOBP_INTESTINAL_EPITHELIAL_CELL_DIFFERENTIATION","GOBP_INTESTINAL_EPITHELIAL_CELL_DIFFERENTIATION","1/171","23/17872",0.198492809827702,0.422443615304648,0.358840497884908,"HIF1A",1
"GOBP_LUNG_CELL_DIFFERENTIATION","GOBP_LUNG_CELL_DIFFERENTIATION","GOBP_LUNG_CELL_DIFFERENTIATION","1/171","23/17872",0.198492809827702,0.422443615304648,0.358840497884908,"LTA4H",1
"GOBP_MORPHOGENESIS_OF_AN_EPITHELIAL_FOLD","GOBP_MORPHOGENESIS_OF_AN_EPITHELIAL_FOLD","GOBP_MORPHOGENESIS_OF_AN_EPITHELIAL_FOLD","1/171","23/17872",0.198492809827702,0.422443615304648,0.358840497884908,"HIF1A",1
"GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_10_PRODUCTION","GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_10_PRODUCTION","GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_10_PRODUCTION","1/171","23/17872",0.198492809827702,0.422443615304648,0.358840497884908,"TYROBP",1
"GOBP_POSITIVE_REGULATION_OF_MRNA_SPLICING_VIA_SPLICEOSOME","GOBP_POSITIVE_REGULATION_OF_MRNA_SPLICING_VIA_SPLICEOSOME","GOBP_POSITIVE_REGULATION_OF_MRNA_SPLICING_VIA_SPLICEOSOME","1/171","23/17872",0.198492809827702,0.422443615304648,0.358840497884908,"HSPA8",1
"GOBP_POSITIVE_REGULATION_OF_MYELOID_LEUKOCYTE_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE","GOBP_POSITIVE_REGULATION_OF_MYELOID_LEUKOCYTE_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE","GOBP_POSITIVE_REGULATION_OF_MYELOID_LEUKOCYTE_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE","1/171","23/17872",0.198492809827702,0.422443615304648,0.358840497884908,"CD36",1
"GOBP_REGULATION_OF_ATP_BIOSYNTHETIC_PROCESS","GOBP_REGULATION_OF_ATP_BIOSYNTHETIC_PROCESS","GOBP_REGULATION_OF_ATP_BIOSYNTHETIC_PROCESS","1/171","23/17872",0.198492809827702,0.422443615304648,0.358840497884908,"TMSB4X",1
"GOBP_RESPONSE_TO_LECTIN","GOBP_RESPONSE_TO_LECTIN","GOBP_RESPONSE_TO_LECTIN","1/171","23/17872",0.198492809827702,0.422443615304648,0.358840497884908,"TYROBP",1
"GOBP_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE","GOBP_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE","GOBP_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE","1/171","23/17872",0.198492809827702,0.422443615304648,0.358840497884908,"SRP14",1
"GOBP_LIPID_STORAGE","GOBP_LIPID_STORAGE","GOBP_LIPID_STORAGE","2/171","86/17872",0.198968253721702,0.422608570904894,0.358980617767365,"APOE/CD36",2
"GOBP_MONOSACCHARIDE_BIOSYNTHETIC_PROCESS","GOBP_MONOSACCHARIDE_BIOSYNTHETIC_PROCESS","GOBP_MONOSACCHARIDE_BIOSYNTHETIC_PROCESS","2/171","86/17872",0.198968253721702,0.422608570904894,0.358980617767365,"RANBP2/TPI1",2
"GOBP_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION","GOBP_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION","GOBP_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION","3/171","161/17872",0.200264411120089,0.424936672546523,0.360958200388909,"TYROBP/APOE/STX3",3
"GOBP_NEGATIVE_REGULATION_OF_AUTOPHAGY","GOBP_NEGATIVE_REGULATION_OF_AUTOPHAGY","GOBP_NEGATIVE_REGULATION_OF_AUTOPHAGY","2/171","87/17872",0.202451760800318,0.425980894791916,0.361845204516475,"TSPO/USP36",2
"GOBP_REGULATION_OF_NUCLEOTIDE_METABOLIC_PROCESS","GOBP_REGULATION_OF_NUCLEOTIDE_METABOLIC_PROCESS","GOBP_REGULATION_OF_NUCLEOTIDE_METABOLIC_PROCESS","2/171","87/17872",0.202451760800318,0.425980894791916,0.361845204516475,"TMSB4X/HIF1A",2
"GOBP_FATTY_ACID_BIOSYNTHETIC_PROCESS","GOBP_FATTY_ACID_BIOSYNTHETIC_PROCESS","GOBP_FATTY_ACID_BIOSYNTHETIC_PROCESS","3/171","162/17872",0.202716844372551,0.425980894791916,0.361845204516475,"APOC1/FABP5/GSTP1",3
"GOBP_MEMBRANE_FUSION","GOBP_MEMBRANE_FUSION","GOBP_MEMBRANE_FUSION","3/171","163/17872",0.205176378049351,0.425980894791916,0.361845204516475,"VAMP8/STX3/CD9",3
"GOBP_POSITIVE_REGULATION_OF_CELL_GROWTH","GOBP_POSITIVE_REGULATION_OF_CELL_GROWTH","GOBP_POSITIVE_REGULATION_OF_CELL_GROWTH","3/171","163/17872",0.205176378049351,0.425980894791916,0.361845204516475,"CYBA/S100A9/S100A8",3
"GOBP_REGULATION_OF_RHO_PROTEIN_SIGNAL_TRANSDUCTION","GOBP_REGULATION_OF_RHO_PROTEIN_SIGNAL_TRANSDUCTION","GOBP_REGULATION_OF_RHO_PROTEIN_SIGNAL_TRANSDUCTION","2/171","88/17872",0.205942287230764,0.425980894791916,0.361845204516475,"APOE/ARHGDIB",2
"GOBP_PURINE_CONTAINING_COMPOUND_METABOLIC_PROCESS","GOBP_PURINE_CONTAINING_COMPOUND_METABOLIC_PROCESS","GOBP_PURINE_CONTAINING_COMPOUND_METABOLIC_PROCESS","6/171","414/17872",0.206131347383614,0.425980894791916,0.361845204516475,"TMSB4X/HIF1A/ATP5MG/ALDOA/PPT1/TPI1",6
"GOBP_ASTROCYTE_ACTIVATION","GOBP_ASTROCYTE_ACTIVATION","GOBP_ASTROCYTE_ACTIVATION","1/171","24/17872",0.206171544183658,0.425980894791916,0.361845204516475,"GRN",1
"GOBP_CELLULAR_RESPONSE_TO_ZINC_ION","GOBP_CELLULAR_RESPONSE_TO_ZINC_ION","GOBP_CELLULAR_RESPONSE_TO_ZINC_ION","1/171","24/17872",0.206171544183658,0.425980894791916,0.361845204516475,"TSPO",1
"GOBP_EMBRYONIC_HEMOPOIESIS","GOBP_EMBRYONIC_HEMOPOIESIS","GOBP_EMBRYONIC_HEMOPOIESIS","1/171","24/17872",0.206171544183658,0.425980894791916,0.361845204516475,"HIF1A",1
"GOBP_FC_EPSILON_RECEPTOR_SIGNALING_PATHWAY","GOBP_FC_EPSILON_RECEPTOR_SIGNALING_PATHWAY","GOBP_FC_EPSILON_RECEPTOR_SIGNALING_PATHWAY","1/171","24/17872",0.206171544183658,0.425980894791916,0.361845204516475,"FCER1G",1
"GOBP_NEGATIVE_REGULATION_OF_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY","GOBP_NEGATIVE_REGULATION_OF_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY","GOBP_NEGATIVE_REGULATION_OF_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY","1/171","24/17872",0.206171544183658,0.425980894791916,0.361845204516475,"SULF2",1
"GOBP_NEUROTRANSMITTER_RECEPTOR_TRANSPORT","GOBP_NEUROTRANSMITTER_RECEPTOR_TRANSPORT","GOBP_NEUROTRANSMITTER_RECEPTOR_TRANSPORT","1/171","24/17872",0.206171544183658,0.425980894791916,0.361845204516475,"STX3",1
"GOBP_POSITIVE_REGULATION_OF_COAGULATION","GOBP_POSITIVE_REGULATION_OF_COAGULATION","GOBP_POSITIVE_REGULATION_OF_COAGULATION","1/171","24/17872",0.206171544183658,0.425980894791916,0.361845204516475,"CD36",1
"GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_ADHESION_TO_VASCULAR_ENDOTHELIAL_CELL","GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_ADHESION_TO_VASCULAR_ENDOTHELIAL_CELL","GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_ADHESION_TO_VASCULAR_ENDOTHELIAL_CELL","1/171","24/17872",0.206171544183658,0.425980894791916,0.361845204516475,"ITGB2",1
"GOBP_POSITIVE_REGULATION_OF_NEUROBLAST_PROLIFERATION","GOBP_POSITIVE_REGULATION_OF_NEUROBLAST_PROLIFERATION","GOBP_POSITIVE_REGULATION_OF_NEUROBLAST_PROLIFERATION","1/171","24/17872",0.206171544183658,0.425980894791916,0.361845204516475,"HIF1A",1
"GOBP_POSITIVE_REGULATION_OF_NUCLEOTIDE_BIOSYNTHETIC_PROCESS","GOBP_POSITIVE_REGULATION_OF_NUCLEOTIDE_BIOSYNTHETIC_PROCESS","GOBP_POSITIVE_REGULATION_OF_NUCLEOTIDE_BIOSYNTHETIC_PROCESS","1/171","24/17872",0.206171544183658,0.425980894791916,0.361845204516475,"TMSB4X",1
"GOBP_POSITIVE_REGULATION_OF_OSTEOCLAST_DIFFERENTIATION","GOBP_POSITIVE_REGULATION_OF_OSTEOCLAST_DIFFERENTIATION","GOBP_POSITIVE_REGULATION_OF_OSTEOCLAST_DIFFERENTIATION","1/171","24/17872",0.206171544183658,0.425980894791916,0.361845204516475,"TYROBP",1
"GOBP_POSITIVE_REGULATION_OF_SYNCYTIUM_FORMATION_BY_PLASMA_MEMBRANE_FUSION","GOBP_POSITIVE_REGULATION_OF_SYNCYTIUM_FORMATION_BY_PLASMA_MEMBRANE_FUSION","GOBP_POSITIVE_REGULATION_OF_SYNCYTIUM_FORMATION_BY_PLASMA_MEMBRANE_FUSION","1/171","24/17872",0.206171544183658,0.425980894791916,0.361845204516475,"TYROBP",1
"GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_STRESS","GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_STRESS","GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_STRESS","1/171","24/17872",0.206171544183658,0.425980894791916,0.361845204516475,"HIF1A",1
"GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_INVOLVED_IN_CELLULAR_RESPONSE_TO_CHEMICAL_STIMULUS","GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_INVOLVED_IN_CELLULAR_RESPONSE_TO_CHEMICAL_STIMULUS","GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_INVOLVED_IN_CELLULAR_RESPONSE_TO_CHEMICAL_STIMULUS","1/171","24/17872",0.206171544183658,0.425980894791916,0.361845204516475,"HIF1A",1
"GOBP_PROTEIN_LOCALIZATION_TO_ENDOSOME","GOBP_PROTEIN_LOCALIZATION_TO_ENDOSOME","GOBP_PROTEIN_LOCALIZATION_TO_ENDOSOME","1/171","24/17872",0.206171544183658,0.425980894791916,0.361845204516475,"EZR",1
"GOBP_REGULATION_OF_CHOLESTEROL_BIOSYNTHETIC_PROCESS","GOBP_REGULATION_OF_CHOLESTEROL_BIOSYNTHETIC_PROCESS","GOBP_REGULATION_OF_CHOLESTEROL_BIOSYNTHETIC_PROCESS","1/171","24/17872",0.206171544183658,0.425980894791916,0.361845204516475,"APOE",1
"GOBP_REGULATION_OF_ENDOTHELIAL_CELL_CHEMOTAXIS","GOBP_REGULATION_OF_ENDOTHELIAL_CELL_CHEMOTAXIS","GOBP_REGULATION_OF_ENDOTHELIAL_CELL_CHEMOTAXIS","1/171","24/17872",0.206171544183658,0.425980894791916,0.361845204516475,"TMSB4X",1
"GOBP_REGULATION_OF_MACROPHAGE_DIFFERENTIATION","GOBP_REGULATION_OF_MACROPHAGE_DIFFERENTIATION","GOBP_REGULATION_OF_MACROPHAGE_DIFFERENTIATION","1/171","24/17872",0.206171544183658,0.425980894791916,0.361845204516475,"C1QC",1
"GOBP_REGULATION_OF_MEMBRANE_PROTEIN_ECTODOMAIN_PROTEOLYSIS","GOBP_REGULATION_OF_MEMBRANE_PROTEIN_ECTODOMAIN_PROTEOLYSIS","GOBP_REGULATION_OF_MEMBRANE_PROTEIN_ECTODOMAIN_PROTEOLYSIS","1/171","24/17872",0.206171544183658,0.425980894791916,0.361845204516475,"APOE",1
"GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_RENIN_ANGIOTENSIN","GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_RENIN_ANGIOTENSIN","GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_RENIN_ANGIOTENSIN","1/171","24/17872",0.206171544183658,0.425980894791916,0.361845204516475,"CYBA",1
"GOBP_CELLULAR_RESPONSE_TO_EXTRACELLULAR_STIMULUS","GOBP_CELLULAR_RESPONSE_TO_EXTRACELLULAR_STIMULUS","GOBP_CELLULAR_RESPONSE_TO_EXTRACELLULAR_STIMULUS","4/171","245/17872",0.208083978890171,0.42951445205318,0.364846749340446,"AIF1/GABARAP/HSPA8/MAP1LC3B",4
"GOBP_LEUKOCYTE_HOMEOSTASIS","GOBP_LEUKOCYTE_HOMEOSTASIS","GOBP_LEUKOCYTE_HOMEOSTASIS","2/171","89/17872",0.209439383180606,0.431055474685665,0.366155755580945,"HIF1A/RPS6",2
"GOBP_NEURON_PROJECTION_ORGANIZATION","GOBP_NEURON_PROJECTION_ORGANIZATION","GOBP_NEURON_PROJECTION_ORGANIZATION","2/171","89/17872",0.209439383180606,0.431055474685665,0.366155755580945,"APOE/CFL1",2
"GOBP_PIGMENT_METABOLIC_PROCESS","GOBP_PIGMENT_METABOLIC_PROCESS","GOBP_PIGMENT_METABOLIC_PROCESS","2/171","89/17872",0.209439383180606,0.431055474685665,0.366155755580945,"TSPO/BLVRB",2
"GOBP_RESPONSE_TO_STEROID_HORMONE","GOBP_RESPONSE_TO_STEROID_HORMONE","GOBP_RESPONSE_TO_STEROID_HORMONE","5/171","330/17872",0.209720582195754,0.431216376170165,0.366292431735387,"CYBA/TSPO/AIF1/RPL27/HSPA8",5
"GOBP_CELLULAR_RESPONSE_TO_OXYGEN_LEVELS","GOBP_CELLULAR_RESPONSE_TO_OXYGEN_LEVELS","GOBP_CELLULAR_RESPONSE_TO_OXYGEN_LEVELS","3/171","165/17872",0.210116067762536,0.431611729136969,0.366628260353239,"HIF1A/CARD16/ATP6V1G1",3
"GOBP_CELLULAR_RESPONSE_TO_HYDROGEN_PEROXIDE","GOBP_CELLULAR_RESPONSE_TO_HYDROGEN_PEROXIDE","GOBP_CELLULAR_RESPONSE_TO_HYDROGEN_PEROXIDE","2/171","90/17872",0.212942606686575,0.432852854514669,0.367682521874389,"RPS3/RACK1",2
"GOBP_DEFENSE_RESPONSE_TO_GRAM_NEGATIVE_BACTERIUM","GOBP_DEFENSE_RESPONSE_TO_GRAM_NEGATIVE_BACTERIUM","GOBP_DEFENSE_RESPONSE_TO_GRAM_NEGATIVE_BACTERIUM","2/171","90/17872",0.212942606686575,0.432852854514669,0.367682521874389,"PYCARD/RPS19",2
"GOBP_AMELOGENESIS","GOBP_AMELOGENESIS","GOBP_AMELOGENESIS","1/171","25/17872",0.213777139541379,0.432852854514669,0.367682521874389,"FAM20A",1
"GOBP_CELLULAR_RESPONSE_TO_OXYGEN_RADICAL","GOBP_CELLULAR_RESPONSE_TO_OXYGEN_RADICAL","GOBP_CELLULAR_RESPONSE_TO_OXYGEN_RADICAL","1/171","25/17872",0.213777139541379,0.432852854514669,0.367682521874389,"CD36",1
"GOBP_FATTY_ACYL_COA_BIOSYNTHETIC_PROCESS","GOBP_FATTY_ACYL_COA_BIOSYNTHETIC_PROCESS","GOBP_FATTY_ACYL_COA_BIOSYNTHETIC_PROCESS","1/171","25/17872",0.213777139541379,0.432852854514669,0.367682521874389,"PPT1",1
"GOBP_INFLAMMASOME_COMPLEX_ASSEMBLY","GOBP_INFLAMMASOME_COMPLEX_ASSEMBLY","GOBP_INFLAMMASOME_COMPLEX_ASSEMBLY","1/171","25/17872",0.213777139541379,0.432852854514669,0.367682521874389,"CD36",1
"GOBP_MEMBRANE_RAFT_ORGANIZATION","GOBP_MEMBRANE_RAFT_ORGANIZATION","GOBP_MEMBRANE_RAFT_ORGANIZATION","1/171","25/17872",0.213777139541379,0.432852854514669,0.367682521874389,"PPT1",1
